age,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,risk_level,stress_level_ord,gender_Male,gender_Other,reward_app_share
27,9.38,5.11,0.48,2.39,6.2,33,70,Moderate,0,1,0,0.5959487637581276
33,5.31,3.33,3.56,1.32,6.92,231,29,Low,0,0,0,1.2975515447172234
22,6.64,5.21,0.19,4.13,7.56,128,135,High,2,0,1,0.813252889570348
32,3.94,4.66,1.73,3.8,8.95,56,109,High,0,1,0,1.6218269995362946
31,6.08,4.84,1.79,4.45,7.69,86,165,Moderate,2,0,1,1.0904603469637586
29,3.98,0.54,3.7,3.98,4.85,146,146,Low,0,1,0,1.065326365495888
19,8.32,1.58,3.08,2.84,5.0,124,107,Moderate,2,0,0,0.5600960865269127
30,11.8,2.82,2.6,2.98,5.1,110,102,High,1,0,1,0.4593219949727123
24,8.48,4.92,1.91,3.45,8.26,248,122,High,0,0,1,0.8054244333225904
26,5.76,2.01,0.73,3.35,6.01,237,95,Low,0,0,0,0.4756943618586177
21,7.4,5.06,1.51,4.25,5.91,168,15,High,2,0,1,0.8878377178597677
24,4.45,0.55,3.85,1.62,7.8,120,99,Low,0,1,0,0.9887638227497028
21,4.19,2.67,2.38,1.48,7.24,185,49,Low,2,1,0,1.2052503090094726
25,5.79,3.44,1.9,4.25,4.7,76,41,Low,2,0,0,0.9222796334577489
29,4.78,5.55,3.66,4.65,4.98,55,114,Moderate,0,0,1,1.926777839586226
18,6.62,1.93,1.69,5.26,6.46,239,121,Moderate,1,1,0,0.5468277119595601
20,8.8,1.68,1.77,3.71,6.53,128,91,Moderate,1,1,0,0.3920454099948398
23,5.69,3.54,3.4,2.88,8.51,39,97,Low,2,0,1,1.2196834411804143
25,11.62,5.87,2.78,3.92,5.61,116,149,Moderate,2,0,1,0.7444061321509354
23,8.19,2.88,2.9,1.48,4.57,227,36,Moderate,2,0,0,0.7057386195679342
18,10.32,4.41,0.76,2.77,7.88,171,88,High,1,0,1,0.5009689437045597
24,6.84,3.15,1.19,1.53,8.81,104,130,Moderate,2,0,0,0.6345028312130363
31,7.86,3.12,3.97,4.28,4.69,37,59,Moderate,0,1,0,0.9020355086468818
33,3.81,5.9,2.36,5.13,5.79,99,62,High,2,1,0,2.1679784336014607
23,5.45,0.72,0.04,1.42,7.57,115,97,Low,2,1,0,0.13944951569733657
23,3.45,2.93,3.92,0.99,7.0,157,26,Low,2,1,0,1.9855066708676314
25,8.57,3.8,2.55,2.65,6.67,101,65,Moderate,2,0,1,0.7409567396783268
33,9.31,2.37,2.29,2.49,6.88,49,164,Moderate,2,0,0,0.5005370031646613
31,10.43,4.25,3.55,1.13,8.4,153,16,High,2,0,0,0.7478426895644593
19,9.32,2.82,3.0,3.81,6.93,87,140,High,0,1,0,0.6244634523107885
33,10.65,5.62,1.76,0.89,6.17,163,47,Moderate,0,0,0,0.6929576814124243
19,6.09,2.64,2.45,5.85,8.96,177,20,Low,1,0,0,0.8357962502797618
19,9.29,0.54,1.82,2.49,5.82,190,75,High,2,1,0,0.25403657114783956
22,11.61,5.68,0.1,5.12,7.8,81,64,Moderate,2,0,1,0.4978466410123479
35,5.15,3.72,2.38,5.5,8.21,148,46,Low,0,0,1,1.1844657894241184
19,3.5,3.23,0.89,1.29,5.24,250,176,Low,0,0,0,1.1771425208164226
19,11.61,3.97,0.85,2.57,8.85,171,86,High,0,1,0,0.41515930963313447
22,4.42,2.83,3.73,1.32,8.39,184,77,Low,2,0,1,1.4841625601442172
30,3.4,5.37,2.75,1.69,5.11,188,129,High,0,0,1,2.3882345916957086
24,5.75,2.0,3.63,5.01,5.49,179,144,Low,2,0,1,0.9791302644990844
22,5.6,5.51,2.64,2.04,8.16,63,168,High,0,0,0,1.4553568829719854
23,4.24,4.33,0.91,0.67,7.29,170,140,Moderate,2,0,1,1.235848765130008
23,8.5,2.74,1.76,2.52,4.87,109,102,High,2,0,0,0.5294117024221527
27,4.27,5.98,3.62,3.05,5.5,57,124,Moderate,0,0,0,2.2482430331983534
35,4.92,3.17,1.41,5.94,6.51,181,71,Low,1,0,1,0.9308941197369676
24,11.8,0.92,3.46,5.86,5.98,49,52,High,1,0,0,0.3711864092214907
30,7.0,2.44,1.77,2.45,4.98,242,137,Low,2,1,0,0.6014284855102163
25,5.09,2.68,3.09,4.09,6.17,24,46,Low,2,1,0,1.1335950621620703
25,9.56,0.96,3.58,2.93,8.2,55,21,Moderate,2,1,0,0.47489534781429416
20,11.79,3.0,3.86,3.47,5.29,52,176,High,0,0,1,0.5818489752460582
35,9.26,4.03,1.68,0.5,6.66,179,174,Moderate,1,0,1,0.6166306029556585
34,10.69,2.22,1.72,5.71,7.09,179,160,Moderate,2,1,0,0.36856872136868846
22,8.56,3.39,2.33,1.64,8.37,101,18,High,0,0,0,0.6682242210018434
24,4.16,4.45,2.43,5.16,7.85,68,47,Moderate,0,0,0,1.6538457562870779
28,10.02,1.61,0.95,4.3,6.26,234,170,High,0,0,0,0.255488996458184
21,11.83,2.36,3.98,2.62,8.23,218,79,Moderate,1,0,1,0.535925567546444
31,9.99,5.6,2.38,3.59,6.45,24,28,High,0,1,0,0.798798718838967
24,4.69,2.79,2.97,5.05,6.77,240,151,Low,2,1,0,1.2281447274744717
26,8.58,1.85,3.52,5.05,8.85,74,158,Moderate,2,1,0,0.6258740529284321
18,5.8,5.33,1.09,3.27,8.25,57,75,Moderate,0,1,0,1.1068963608799378
18,8.97,3.92,1.97,4.6,8.28,179,176,Moderate,2,1,0,0.6566331486473636
21,3.35,5.82,3.03,0.53,6.37,32,168,High,2,0,1,2.641790256182013
18,5.53,4.21,0.62,0.68,6.47,239,132,Moderate,1,1,0,0.873417563577294
19,3.45,5.75,1.34,0.92,7.77,222,176,High,0,0,0,2.0550718680951103
25,4.48,0.94,3.55,3.15,7.62,184,103,Low,1,1,0,1.002231919144661
22,11.78,3.02,3.86,0.72,7.48,99,81,High,0,0,1,0.584040697449856
24,11.93,0.55,3.96,2.69,6.46,151,136,Moderate,2,0,1,0.37803852656843867
18,11.34,1.6,0.65,5.12,7.46,143,110,High,2,1,0,0.19841268091598935
21,7.0,0.68,3.29,4.83,7.27,159,41,Moderate,2,0,1,0.5671427761224606
34,4.14,5.94,0.83,5.9,7.55,238,101,High,0,1,0,1.6352653054914723
22,5.05,2.1,3.05,1.29,5.86,24,46,Low,1,1,0,1.0198017782570736
29,6.43,2.65,1.35,2.91,6.4,206,118,Moderate,2,1,0,0.6220838845903757
33,5.32,2.16,0.5,3.48,5.56,177,152,Low,2,1,0,0.49999990601505523
21,6.92,2.77,1.56,5.71,4.55,58,115,Moderate,2,0,1,0.6257224529302814
35,6.11,3.96,0.41,5.05,6.41,202,124,Moderate,1,0,1,0.7152208322060831
35,5.93,4.3,1.82,2.84,8.03,164,55,Moderate,1,0,1,1.0320402981382297
23,7.26,5.68,2.79,2.76,8.89,91,154,High,2,0,0,1.1666665059688006
30,5.19,2.12,1.81,3.57,5.27,32,42,Low,2,0,0,0.7572252876251854
23,11.74,4.58,2.09,1.79,5.08,87,59,High,0,0,1,0.5681430521172869
29,5.05,5.32,0.63,4.1,7.36,106,136,Moderate,1,1,0,1.1782175884717647
19,4.31,4.61,0.77,1.98,5.4,222,139,Moderate,0,1,0,1.2482595711694733
20,10.56,5.35,0.72,3.26,5.89,239,160,Moderate,1,0,0,0.5748105516277886
23,7.37,3.56,0.2,1.6,7.18,113,87,Moderate,2,0,0,0.5101763215500242
32,11.03,2.6,2.82,2.88,7.36,223,23,High,2,1,0,0.49138708146989296
30,6.13,1.23,1.61,5.29,5.63,141,65,Low,1,0,0,0.46329519358969107
21,6.27,1.8,1.8,5.68,7.88,146,30,Moderate,0,0,0,0.5741625878528568
19,6.66,3.78,3.22,3.94,6.29,191,67,Low,2,1,0,1.0510508932356015
28,10.48,5.7,3.79,5.83,7.44,130,26,Moderate,0,0,0,0.9055342647390969
31,3.5,4.01,0.16,3.24,6.51,140,75,Moderate,1,1,0,1.1914282310205053
31,10.51,4.04,1.74,2.97,7.23,88,113,High,0,0,0,0.5499523739341224
25,9.65,3.71,1.11,5.89,8.91,88,171,Moderate,0,0,0,0.4994818135252007
19,4.68,3.58,2.44,3.59,5.18,187,59,Low,1,0,0,1.2863245114691215
27,10.93,1.09,3.65,4.45,8.99,237,26,High,2,0,0,0.4336687617869386
18,5.09,1.78,0.05,4.05,7.69,117,35,Low,2,1,0,0.359528416595596
24,5.24,1.6,1.29,4.88,6.9,88,71,Low,2,0,0,0.5515266123040816
26,10.33,4.81,0.38,2.16,8.88,126,39,Moderate,0,0,0,0.5024200868906015
21,6.25,3.06,2.61,0.6,6.69,231,165,Low,0,0,0,0.9071998548480232
18,9.02,5.96,3.91,1.05,6.05,239,30,Moderate,0,0,0,1.0942349119473493
35,8.26,4.35,0.27,3.12,8.96,144,104,Moderate,1,0,1,0.5593219661837813
18,4.64,1.12,2.28,2.98,6.51,217,122,Low,2,0,1,0.7327584627675727
27,9.21,2.75,0.11,2.72,6.29,56,94,High,0,0,1,0.31053199668490805
29,3.58,5.15,0.27,4.86,8.39,148,176,High,1,1,0,1.5139660575513805
22,10.32,5.57,2.65,3.25,6.23,144,148,High,0,0,1,0.7965115507256251
20,8.46,5.45,2.16,4.03,5.7,116,74,Moderate,2,0,1,0.8995270804341513
22,11.39,2.98,3.25,3.86,6.51,88,46,Moderate,0,0,0,0.5469709791948218
34,7.52,4.51,1.17,3.71,5.38,120,177,Moderate,0,1,0,0.7553190484948074
25,11.92,2.16,1.02,0.65,6.8,204,145,Moderate,1,0,1,0.26677850110918616
25,7.9,2.38,0.54,5.58,5.48,36,94,Low,0,0,0,0.369620206377189
27,7.35,5.4,2.77,3.96,8.42,22,80,Moderate,2,0,1,1.1115644746170783
23,3.16,4.14,1.26,1.76,6.04,223,94,High,2,0,0,1.7088602187151203
20,11.36,5.09,2.66,3.6,6.91,198,148,Moderate,1,1,0,0.6822182498047316
32,5.63,5.44,1.05,5.95,6.53,233,86,Moderate,0,0,1,1.1527529035962871
23,3.47,4.64,2.13,5.33,4.77,219,122,Moderate,2,0,1,1.9510080832829728
22,10.32,0.81,0.46,1.45,6.79,25,37,High,2,1,0,0.12306200357926322
23,11.24,1.08,2.3,5.36,7.32,184,23,Moderate,0,0,0,0.3007117170185305
31,11.16,2.43,0.22,2.34,6.13,114,74,Moderate,0,0,0,0.23745517585527104
33,3.74,0.88,0.54,3.02,5.93,192,171,Low,1,0,1,0.379679042866566
20,9.29,3.96,1.71,5.1,6.93,171,147,Moderate,1,0,1,0.6103336264441738
29,8.19,3.62,0.97,5.64,8.46,193,85,High,0,0,1,0.5604394920098301
32,6.61,1.06,3.29,4.77,5.02,115,133,Low,0,0,1,0.6580936977165358
23,3.54,5.14,1.9,2.94,8.61,131,117,Moderate,2,0,1,1.9887000031920892
28,11.87,2.32,0.66,0.74,5.69,187,73,High,1,0,0,0.2510530538287234
33,11.79,5.5,2.64,4.03,7.65,186,73,Moderate,0,0,0,0.6904155478867221
18,6.58,1.55,2.45,1.7,5.2,50,107,Low,0,1,0,0.60790264317589
34,4.64,4.5,1.09,5.6,6.45,75,36,Moderate,0,0,0,1.2047411196678621
32,10.81,0.97,3.57,1.01,4.76,195,79,High,2,0,1,0.41998145976119705
29,8.48,5.55,0.9,4.12,5.95,103,85,High,2,0,0,0.7606131178522267
23,10.44,5.4,2.89,0.76,5.36,133,74,High,1,1,0,0.794061226622488
34,3.63,0.85,2.15,5.87,4.56,207,131,Low,2,0,0,0.8264460533206465
34,4.67,0.85,2.77,4.43,6.28,250,105,Low,1,1,0,0.7751604335844896
19,11.01,5.64,3.97,5.26,8.8,175,128,High,0,0,0,0.8728427908408001
20,5.46,3.77,0.25,6.0,6.07,178,40,Low,1,0,1,0.7362636014169227
26,5.48,1.88,0.26,5.56,8.47,161,180,Low,1,0,0,0.39051087764400033
23,6.25,2.32,3.11,5.3,5.35,227,53,Low,0,0,1,0.8687998609920222
20,4.23,5.35,2.98,2.05,7.27,46,95,Moderate,0,0,1,1.9692666739322282
25,8.14,1.14,2.65,4.2,7.15,35,160,High,0,0,1,0.465601908402714
26,8.61,5.49,2.27,5.6,5.41,95,159,Moderate,0,0,1,0.9012774795264252
31,10.98,5.11,1.81,4.26,5.3,95,174,High,1,0,1,0.6302367367726105
32,8.79,4.72,1.85,1.29,8.8,89,114,High,0,1,0,0.7474401880045294
21,11.41,4.54,1.94,3.55,4.83,169,49,High,0,0,1,0.5679228248972109
34,8.85,5.72,1.57,1.48,6.75,83,92,Moderate,1,0,1,0.8237287204826306
29,7.62,4.51,0.77,0.98,8.42,113,88,High,0,0,0,0.6929132948932683
26,5.88,4.86,3.67,2.22,5.51,72,56,High,0,1,0,1.4506800253945538
24,6.78,1.52,3.51,5.88,7.76,179,23,Moderate,1,0,0,0.7418877961817408
32,11.77,0.68,0.53,4.97,6.88,241,26,High,0,1,0,0.10280372958337047
33,11.36,5.55,2.16,1.9,4.87,198,55,Moderate,2,0,0,0.6786971233541266
23,7.44,4.36,1.86,4.53,5.42,213,123,Moderate,0,0,0,0.8360213930078773
19,10.2,5.11,3.36,4.76,8.28,69,114,High,2,0,1,0.8303920754517575
20,10.2,4.84,0.85,3.11,8.96,119,38,High,2,1,0,0.5578430825644037
32,8.31,5.79,3.15,3.77,6.86,117,59,High,1,1,0,1.0758121449082858
31,10.16,1.46,2.66,2.5,6.72,33,128,Moderate,0,0,0,0.4055117711110462
20,9.01,5.57,0.34,2.45,7.98,224,128,Moderate,0,0,0,0.6559377740357633
25,3.98,2.86,0.81,1.89,7.05,58,156,Low,0,0,1,0.9221103210778088
31,9.61,5.04,2.0,2.04,5.96,158,104,Moderate,2,1,0,0.7325701631040414
31,3.95,4.55,2.05,3.12,5.62,23,42,High,2,1,0,1.6708856529403409
29,7.74,5.22,2.43,5.13,7.92,146,157,High,2,0,1,0.9883719653266194
34,5.1,4.45,2.25,3.6,7.16,247,163,High,2,1,0,1.3137252326028956
21,5.84,0.94,2.91,4.39,6.26,21,165,Low,2,0,0,0.6592464624577975
33,5.84,4.12,1.41,3.84,8.09,199,69,Moderate,1,1,0,0.9469176460757456
31,9.79,4.98,3.98,1.39,7.47,217,130,High,0,1,0,0.9152195183636858
24,6.06,1.25,2.7,4.21,5.58,29,132,Low,2,0,1,0.6518150739579086
33,6.61,1.93,2.11,5.24,5.88,131,22,Low,1,1,0,0.6111950663850126
20,9.37,2.7,1.57,4.78,7.76,176,141,Moderate,1,1,0,0.45570966321134876
29,10.84,0.54,2.37,0.92,5.67,153,18,High,0,0,1,0.26845015973707015
28,10.79,5.08,1.46,0.51,5.42,122,70,Moderate,0,1,0,0.6061167186175423
33,5.9,2.34,2.95,3.97,5.44,67,122,Low,0,0,0,0.8966100175237258
23,5.55,0.81,3.6,3.34,8.78,228,100,Low,1,0,1,0.7945944514244232
19,10.18,1.68,0.07,4.01,4.79,211,99,High,0,0,0,0.17190568055936342
27,3.95,3.39,1.98,2.25,5.09,205,20,Low,1,0,0,1.35949332671055
29,11.9,0.59,1.33,5.85,5.66,167,111,Moderate,2,0,0,0.16134452425676266
35,10.18,3.64,1.24,5.16,7.72,35,87,High,1,0,1,0.4793712692169677
28,3.71,6.0,2.85,5.14,4.73,183,60,High,0,0,1,2.385444100958463
31,7.44,3.78,0.63,2.56,5.86,239,86,Moderate,2,0,1,0.5927418558142666
20,10.64,3.38,2.95,3.45,7.67,119,107,Moderate,2,0,0,0.5949247561160944
31,8.52,4.11,3.87,5.54,7.61,237,164,High,2,0,0,0.9366196083779804
33,5.48,1.0,3.63,4.43,6.63,144,18,Low,1,1,0,0.8448903567718326
35,6.48,2.13,0.25,5.42,4.73,29,153,Low,1,0,0,0.36728389393767064
28,8.71,1.06,0.74,0.67,5.48,41,167,Moderate,0,0,0,0.2066589889025271
28,5.06,2.34,2.52,4.46,5.8,62,123,Low,2,0,0,0.9604741184833757
35,11.04,2.66,3.13,5.55,4.7,241,172,High,0,1,0,0.5244564742340151
20,10.51,4.43,2.55,0.66,6.11,59,111,High,1,0,1,0.6641293373806529
22,7.17,5.6,1.78,5.38,7.41,36,28,High,1,0,0,1.0292885593739804
27,9.58,3.29,2.04,4.93,8.38,26,79,Moderate,2,0,0,0.5563673740743869
18,6.02,5.32,3.88,4.58,8.81,232,90,Moderate,1,1,0,1.5282389487975168
33,4.31,4.71,0.43,1.2,5.44,97,82,High,1,0,0,1.1925751293329165
34,3.3,3.85,1.47,5.56,6.05,164,177,Low,1,0,0,1.6121207235997808
29,10.87,4.7,0.15,0.81,6.35,154,89,Moderate,0,0,1,0.4461821116667792
35,3.79,1.01,0.17,5.09,8.86,65,172,Low,2,1,0,0.3113455642887693
24,6.44,2.28,0.41,5.46,4.53,146,81,Low,2,1,0,0.4177017984935095
18,8.58,5.61,3.7,4.78,4.66,197,142,High,2,1,0,1.0850814586152147
29,6.26,5.41,1.54,5.97,5.35,195,87,Moderate,1,0,1,1.110223464820533
27,10.51,3.01,3.18,3.91,7.65,189,16,High,0,0,1,0.5889628364450203
19,6.22,0.6,0.86,1.2,8.28,234,118,Low,0,1,0,0.23472665036549029
25,3.87,5.19,0.1,3.07,4.65,78,15,High,0,0,0,1.3669247113889633
33,6.77,3.93,1.68,4.09,8.64,134,16,Low,1,0,1,0.828655712163115
19,11.85,3.93,3.79,0.54,7.45,249,159,Moderate,1,1,0,0.6514767382720054
27,9.93,3.4,1.41,2.38,7.34,29,66,High,1,1,0,0.4843906863654898
19,3.48,4.09,3.8,4.99,8.84,30,100,High,0,0,1,2.2672407278043885
26,5.2,3.18,1.96,0.82,5.44,250,157,Low,0,0,1,0.9884613483728176
24,6.38,3.7,2.74,5.59,5.63,192,35,Moderate,1,0,0,1.0094042305009043
26,10.12,4.07,1.41,0.77,8.77,95,69,High,0,1,0,0.54150192277649
30,8.13,2.53,1.1,1.27,8.35,162,60,Moderate,1,0,1,0.4464944100252878
25,3.33,3.7,2.54,5.4,5.2,240,33,Low,1,0,0,1.8738733111491557
24,6.86,3.2,0.45,3.16,5.81,60,31,Low,0,0,0,0.5320698932842721
25,6.78,3.68,1.98,3.09,8.39,178,109,Low,0,1,0,0.8348081364589769
35,6.86,3.48,3.75,2.86,6.0,95,40,Moderate,0,0,0,1.0539357064233663
32,5.72,1.87,3.79,3.19,7.23,84,54,Low,1,1,0,0.9895103165191754
31,3.26,1.59,0.62,4.77,8.99,96,82,Low,0,0,0,0.6779139024803981
26,3.51,1.26,2.86,1.06,5.65,84,61,Low,1,0,0,1.173788839376399
20,11.11,1.51,2.52,3.09,5.74,191,42,Moderate,2,0,1,0.3627362409778362
33,7.57,1.54,0.52,3.27,5.79,69,148,Moderate,0,0,0,0.2721267804323936
19,10.72,4.33,3.59,5.28,8.12,27,163,High,0,1,0,0.7388059012307928
20,7.23,0.92,1.47,0.98,8.38,185,134,Low,1,1,0,0.33056703588284425
19,5.86,4.28,1.0,1.0,8.8,61,47,Moderate,1,1,0,0.901023737026666
22,6.98,2.13,1.23,4.27,7.52,243,23,Moderate,0,0,0,0.4813752892012479
31,8.88,5.77,2.34,1.51,8.54,58,96,High,1,1,0,0.9132881854405196
23,8.76,4.67,0.25,2.08,5.65,214,103,High,1,1,0,0.5616437715018526
30,3.36,2.39,2.01,2.5,6.1,158,143,Low,2,1,0,1.3095234197846966
26,7.25,4.26,1.01,4.6,7.1,221,157,Moderate,2,1,0,0.7268964514625583
25,10.89,4.93,3.28,1.3,8.26,40,62,High,1,0,0,0.7539025937646837
22,6.21,1.0,3.16,3.01,8.28,45,178,Low,2,1,0,0.6698871707106006
22,6.93,5.63,0.57,3.25,4.51,34,128,Moderate,2,1,0,0.8946607655612171
29,5.3,2.1,1.1,1.85,8.68,162,28,Low,1,0,0,0.6037734709861375
34,11.59,0.92,3.39,3.92,8.78,116,54,Moderate,0,0,0,0.3718722716244805
26,9.96,3.65,1.07,4.24,6.44,112,159,High,0,0,0,0.4738955347494443
34,8.02,2.49,1.87,1.67,6.16,173,37,High,2,0,0,0.5436408299699714
23,6.74,1.21,0.75,5.57,4.68,176,118,Moderate,1,1,0,0.2908011437980499
33,3.1,1.24,0.15,5.19,5.78,141,108,Low,2,1,0,0.4483869521332412
33,4.14,2.22,1.28,3.89,8.47,146,146,Low,2,1,0,0.8454104238139073
26,3.48,2.43,2.16,5.51,8.96,123,127,Low,0,0,1,1.3189651382284084
24,6.98,4.99,3.75,5.02,7.0,30,66,High,0,0,1,1.2521488177437223
29,10.43,0.99,0.77,2.35,6.87,64,65,Moderate,1,0,1,0.16874399149146777
25,5.75,2.89,1.5,3.93,7.54,121,94,Low,1,0,0,0.7634781280907604
27,6.05,4.53,1.1,3.26,5.52,151,16,Moderate,2,1,0,0.9305783585820896
18,6.95,2.65,1.17,3.4,8.4,141,105,Moderate,1,0,1,0.549640208684862
25,8.41,0.86,0.73,5.8,6.08,55,97,Moderate,0,0,1,0.18906061961229256
32,11.3,5.82,1.9,2.75,7.48,140,147,Moderate,0,1,0,0.6831857802490461
28,10.87,3.25,0.84,2.72,4.68,200,174,High,1,0,0,0.3762649147870364
25,11.64,2.62,1.17,4.27,6.89,80,76,High,2,0,1,0.32560134659782247
28,3.06,5.65,0.16,3.75,7.71,138,31,High,2,0,1,1.8986921899698725
29,3.65,5.85,0.34,1.17,7.96,61,159,High,0,0,0,1.6958899463315213
30,10.2,3.52,1.56,1.62,8.89,95,114,Moderate,0,1,0,0.4980391668589053
32,7.11,3.81,2.48,3.09,5.96,242,96,Low,2,0,1,0.8846693551801188
20,6.68,1.3,0.14,3.94,5.78,184,45,Low,1,1,0,0.21556883000466617
25,11.12,3.43,3.6,1.8,6.31,65,163,Moderate,0,0,1,0.6321941877523214
27,8.78,5.27,2.96,3.72,5.64,205,171,Moderate,0,0,0,0.937357524218961
27,5.94,1.31,2.4,3.99,5.39,177,58,Low,1,0,1,0.6245790194311415
24,8.23,1.22,2.63,2.79,8.09,20,67,High,2,1,0,0.46780067219918925
31,10.08,1.31,2.43,4.79,6.31,57,176,Moderate,2,0,1,0.3710317092230448
23,4.7,4.8,0.47,2.82,4.63,70,28,High,2,0,0,1.1212763571752429
25,11.04,0.94,0.35,5.48,8.36,206,39,High,0,1,0,0.11684781550291529
23,7.13,2.77,1.87,3.19,8.74,63,146,Low,0,0,0,0.6507712972270271
29,5.31,4.14,3.03,1.63,7.47,211,137,High,2,1,0,1.3502822315852672
21,9.56,5.74,1.9,2.5,6.44,132,20,High,0,1,0,0.7991630963218519
31,4.97,2.22,2.71,0.85,5.34,25,111,Low,0,1,0,0.9919515106737403
30,11.62,2.27,3.8,1.52,4.61,166,80,High,2,0,0,0.5223751701914656
29,4.12,1.03,2.39,4.98,6.0,220,133,Low,0,0,1,0.830096885898814
34,10.4,4.92,0.73,1.73,7.89,234,77,Moderate,1,0,1,0.5432691785318098
35,8.11,2.54,3.47,5.92,6.09,218,31,High,0,0,1,0.7410603278593925
35,10.68,4.23,0.48,2.56,7.92,109,49,Moderate,2,0,1,0.4410111946618733
33,4.11,0.57,0.41,1.0,7.0,26,94,Low,0,1,0,0.23844276436915707
22,6.47,0.77,2.68,4.01,6.41,50,27,Moderate,0,0,0,0.5332302112472626
31,10.74,3.77,1.76,0.64,5.78,220,64,High,0,0,1,0.5148975312013473
25,6.3,2.93,2.3,3.48,6.48,247,139,Moderate,1,0,0,0.8301585983875241
31,5.63,3.66,1.51,1.8,5.18,87,115,Low,0,0,0,0.9182946859156863
35,8.36,2.81,2.35,1.58,8.88,181,55,Moderate,1,0,1,0.6172248065520567
22,6.88,0.61,1.13,1.24,4.59,226,103,Low,1,1,0,0.25290693998445635
20,8.93,5.01,3.9,1.81,5.43,180,61,High,1,0,1,0.9977602466113947
23,6.07,5.72,3.95,3.72,8.96,175,117,Moderate,0,1,0,1.5930804624249648
30,8.12,4.78,3.36,1.06,6.93,218,145,Moderate,2,0,0,1.0024629307311663
25,10.14,2.09,0.33,0.61,8.69,194,155,High,1,0,0,0.23865875358394933
34,10.91,2.89,1.85,4.27,8.17,141,30,Moderate,1,0,1,0.4344637548612507
22,11.51,3.96,0.16,5.78,7.75,114,110,Moderate,2,1,0,0.3579495779366136
28,9.25,2.78,2.2,3.39,8.0,33,156,High,1,0,1,0.5383783201753168
25,10.58,1.47,0.41,3.08,6.36,198,35,High,2,0,1,0.1776937450194948
20,11.02,2.54,2.53,5.82,4.98,199,141,High,1,0,0,0.46007255353243626
23,3.46,5.81,2.58,4.72,5.18,52,81,Moderate,1,0,1,2.424854790504396
31,7.24,2.51,1.81,2.87,5.55,59,106,Moderate,2,0,0,0.5966850004578729
32,11.51,5.63,1.63,4.16,5.05,61,16,High,1,0,1,0.6307558096650036
28,6.11,1.84,3.0,1.89,6.67,204,86,Moderate,2,1,0,0.7921438965394604
32,10.72,3.11,3.62,3.83,5.47,110,173,Moderate,0,1,0,0.6277984488993985
35,5.7,3.55,3.95,1.86,5.18,170,18,Low,1,0,0,1.3157892428439923
24,7.38,5.67,2.76,5.74,6.95,153,165,High,2,0,0,1.1422762679842455
24,5.49,2.33,3.09,4.32,4.85,233,158,Low,0,0,0,0.9872493647997513
35,10.9,3.05,0.03,5.28,7.81,244,38,Moderate,0,1,0,0.2825687814157081
25,9.66,2.3,2.27,2.31,7.27,55,63,Moderate,1,0,1,0.47308483715477884
29,11.71,4.62,2.27,4.61,7.74,82,156,Moderate,2,1,0,0.5883859446297229
24,7.01,3.37,0.82,4.12,5.97,154,30,Moderate,2,0,1,0.59771746109594
34,3.61,5.75,2.15,2.28,7.27,37,104,High,1,0,0,2.1883650447742258
22,10.61,5.33,1.85,0.79,6.37,120,90,Moderate,1,0,0,0.6767200116192261
22,7.77,3.94,3.87,5.6,6.93,176,42,Moderate,2,0,0,1.0051478757853443
31,4.93,4.0,1.82,4.75,7.08,81,145,Low,1,1,0,1.1805271439093015
25,10.56,1.6,1.81,5.24,8.62,171,42,High,0,1,0,0.3229166360874398
28,7.1,5.42,2.7,1.69,4.59,33,59,High,0,1,0,1.143661810751858
23,11.16,2.52,2.08,0.9,7.04,83,53,Moderate,0,0,1,0.41218634299405527
34,7.57,3.89,3.65,0.87,6.32,241,22,Low,0,0,1,0.9960368565341008
28,11.86,3.23,3.07,0.99,6.35,107,144,High,2,0,1,0.5311972570659986
24,9.53,3.62,2.03,4.14,7.32,109,66,High,1,1,0,0.592864575774966
27,7.47,2.07,0.73,5.03,8.21,74,25,Moderate,0,0,1,0.37483261381089505
25,5.43,2.73,0.29,1.73,7.5,234,135,Low,0,0,0,0.5561693266723156
28,10.61,4.53,2.46,1.23,7.77,171,159,Moderate,2,0,0,0.6588123789997758
21,5.86,5.3,1.81,3.15,8.37,61,50,Moderate,0,0,0,1.2133103731552262
21,6.42,0.85,3.03,3.52,5.35,154,41,Low,2,0,0,0.6043612765792404
22,5.68,5.9,0.05,2.23,8.73,157,69,Moderate,0,0,1,1.0475350268424248
24,10.93,4.08,2.52,3.1,8.06,43,94,Moderate,1,0,0,0.6038425797033322
32,8.26,3.18,2.19,1.71,8.47,63,56,Moderate,2,1,0,0.6501209866681615
32,5.75,2.43,3.75,2.73,7.93,80,17,Low,0,0,1,1.0747824217769701
30,10.12,4.08,0.75,0.78,5.11,25,179,High,0,1,0,0.47727268011139534
26,4.41,5.66,3.98,3.26,5.92,39,66,High,0,1,0,2.1859405474057714
35,8.54,1.27,0.21,0.62,5.93,209,155,Moderate,1,1,0,0.1733020874353528
25,4.44,3.83,1.11,2.56,5.49,25,47,Low,2,0,1,1.1126123620242427
33,6.92,2.38,2.08,3.97,6.72,184,135,Low,1,0,1,0.6445085773831536
23,7.11,3.67,2.46,1.88,5.46,165,79,Low,1,0,0,0.8621658421707675
