Age,Income_USD,Daily_Screen_Time_Hours,Phone_Unlocks_Per_Day,Social_Media_Usage_Hours,Gaming_Usage_Hours,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Stress_Level,Time_Spent_With_Family_Hours,Online_Shopping_Hours,Has_Screen_Time_Management_App,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score,risk_level,Education_Level_ord,Gender_Male,Gender_Other,Urban_Urban,reward_app_share
33,23459.67,5.89,94.0,0.94,0.04,3.26,1.84,2.58,7.68,1.89,33.82,1.54,0.45,1,31.03,0,14.0,75.0,8.04,High,3,0,0,0,0.7198640543524526
31,23998.31,3.51,55.0,1.96,2.0,3.05,2.12,1.6,6.36,0.68,69.84,1.31,1.51,1,22.69,0,8.0,103.0,81.99,Moderate,3,1,0,0,1.9971504281622712
19,43824.45,4.05,98.0,1.63,2.05,0.17,1.38,3.93,5.86,1.64,18.49,1.19,1.23,1,27.07,1,8.0,148.0,75.61,High,-1,0,1,1,0.9506170492303582
25,39701.98,9.55,86.0,1.56,1.22,2.65,1.94,0.6,4.99,0.78,52.13,1.74,0.94,1,18.82,1,19.0,95.0,2.93,High,2,1,0,0,0.5685863278967196
31,8683.17,5.05,89.0,0.28,0.71,2.3,1.94,1.03,5.16,0.33,51.2,1.13,0.26,1,15.62,0,11.0,121.0,47.7,High,-1,1,0,1,0.6514850195079169
34,6286.89,6.29,129.0,1.59,0.8,3.97,1.41,0.26,7.76,0.16,31.86,1.19,0.7,0,21.15,1,18.0,132.0,43.18,Low,-1,1,0,1,1.011128615082891
27,39337.56,6.11,50.0,2.89,1.73,1.68,1.38,3.26,7.7,1.05,3.82,0.93,1.27,1,25.76,0,19.0,85.0,80.75,Moderate,-1,1,0,1,1.0310963942559093
20,42357.28,7.57,83.0,2.47,1.69,2.78,1.72,3.03,5.32,0.87,72.47,1.83,0.47,1,29.85,0,8.0,54.0,59.98,Low,1,1,0,1,0.9167766292236948
21,21365.59,3.76,88.0,0.94,1.2,1.77,0.28,2.21,5.77,1.18,98.55,1.21,0.72,1,25.78,0,16.0,74.0,57.38,High,0,0,1,1,1.0398933404538988
35,19086.57,4.65,112.0,1.14,1.61,0.6,1.68,0.81,6.62,1.03,38.36,1.26,0.81,0,29.65,0,15.0,108.0,83.53,Moderate,2,0,1,0,0.7204299525957091
26,20395.02,7.93,106.0,2.38,1.19,2.33,1.46,2.37,5.84,0.36,76.23,1.24,0.96,0,38.25,1,13.0,125.0,7.18,Moderate,3,0,0,1,0.7440099944501899
23,22732.93,10.63,74.0,5.05,2.19,3.11,1.56,2.08,8.1,1.11,1.34,2.55,0.31,0,22.83,0,20.0,15.0,37.47,High,2,1,0,1,0.9736593627789875
34,37995.86,9.54,17.0,2.52,0.33,2.085,1.37,0.03,6.6,0.7,57.61,1.39,1.07,1,14.57,1,9.0,78.0,23.42,High,-1,0,0,0,0.5172955432604254
22,44760.68,6.16,119.0,2.29,1.61,1.25,2.21,3.1,4.47,0.83,50.75,0.43,0.17,0,26.35,0,16.0,125.0,41.37,Moderate,0,0,0,1,0.8360388253183725
19,9328.64,3.77,104.0,3.01,1.06,2.13,1.47,3.54,4.71,1.32,93.09,0.85,0.81,1,22.08,1,10.0,121.0,38.35,High,1,1,0,0,1.6445618979941914
28,31765.27,4.33,60.0,1.26,1.51,2.3,1.12,0.95,6.99,0.84,49.58,1.37,0.4,1,38.72,1,19.0,115.0,10.32,High,3,0,1,1,1.1709004224248447
18,14242.98,3.82,93.0,1.19,1.95,2.16,0.84,2.06,7.67,0.9,6.42,1.25,0.5,0,15.79,1,15.0,110.0,10.67,High,0,0,0,1,1.387434191771154
35,34696.38,6.5,96.0,2.18,2.47,2.89,2.34,2.07,6.91,0.84,22.64,2.9,1.17,1,27.53,1,20.0,71.0,58.56,High,0,0,0,0,1.159999821538489
26,35800.94,6.54,90.0,3.41,2.03,2.67,1.73,1.82,7.22,0.19,75.27,1.74,0.16,0,22.44,0,12.0,88.0,33.65,High,1,1,0,1,1.2400609724677412
28,29283.43,3.9,62.0,0.28,1.01,3.95,1.7,0.62,6.9,0.97,38.81,0.23,0.73,0,25.82,1,11.0,125.0,86.36,High,2,1,0,1,1.3435893990796413
27,17494.43,3.42,46.0,4.7,1.0,2.22,1.6,1.7,5.2,0.34,13.83,1.53,0.81,0,41.75,0,9.0,60.0,86.8,High,2,0,1,1,2.3157887965529835
22,24952.96,7.18,95.0,2.89,3.09,1.08,1.85,1.22,5.92,1.52,57.22,1.74,1.39,1,18.73,0,13.0,112.0,86.84,High,3,1,0,0,0.9832867711299762
28,976.97,7.65,86.0,2.62,1.19,1.32,1.51,3.46,6.46,1.16,7.15,0.56,0.64,1,15.2,1,14.0,148.0,5.62,Moderate,1,0,1,0,0.6705881476355362
33,24405.38,10.01,79.0,0.22,1.52,2.05,1.16,1.57,5.24,0.71,89.1,1.93,0.66,0,18.39,1,15.0,141.0,10.06,High,2,0,0,1,0.3786213407970689
35,19845.28,5.86,101.0,0.75,1.78,2.23,1.58,3.69,7.15,1.18,61.18,1.27,1.13,0,29.64,1,20.0,77.0,40.58,Low,3,0,1,0,0.8122865508043428
29,42824.87,1.75,85.0,3.55,2.45,2.41,0.93,2.04,6.23,0.37,55.86,1.27,2.1,0,31.85,0,14.0,105.0,49.33,Low,0,1,0,0,3.0
28,20174.81,9.83,70.0,2.07,2.46,3.33,1.56,1.75,7.6,1.19,2.51,0.75,0.78,0,29.25,1,17.0,123.0,94.75,High,0,0,1,0,0.7995930010586978
23,24876.17,10.8,120.0,1.71,2.19,0.75,0.75,2.94,7.9,0.96,32.41,1.85,0.21,1,23.64,0,18.0,112.0,42.78,High,3,1,0,0,0.4305555156893041
35,39881.87,4.98,82.0,3.67,2.29,1.59,2.43,1.1,7.9,0.9,88.68,0.81,0.5,1,22.85,1,12.0,106.0,72.45,Low,1,0,0,0,1.5160639525975996
28,18191.46,6.18,91.0,3.35,2.26,3.31,1.89,1.8,7.38,1.2,71.58,2.01,0.75,1,24.61,1,10.0,117.0,50.31,High,2,0,1,1,1.4433654622385983
24,33956.43,4.1,106.0,2.58,0.79,2.93,1.38,0.42,5.82,1.66,84.28,1.21,1.18,1,23.58,1,19.0,98.0,72.03,Low,2,1,0,1,1.5365849910768317
35,31348.015,3.07,45.0,1.01,1.5,3.02,1.4,2.78,6.88,0.53,72.42,1.47,0.51,1,22.52,0,18.0,76.0,74.53,Moderate,2,0,0,0,1.8013023448526562
23,22798.26,4.09,66.0,2.5,0.73,1.56,2.12,1.11,6.4,1.1,38.62,0.91,0.81,0,0.85,1,8.0,138.0,74.31,Low,2,0,1,0,1.1711488579098146
22,20365.51,3.95,56.0,1.3,1.43,1.51,1.1,2.86,6.75,0.94,28.52,1.21,1.34,0,17.63,1,11.0,80.0,15.92,High,0,1,0,0,1.0734174497677342
24,14751.64,8.76,73.0,3.08,0.71,2.89,1.99,1.39,6.95,0.59,79.43,0.55,0.7,0,19.79,1,20.0,115.0,96.09,High,1,1,0,0,0.762556990575686
30,29141.88,2.62,68.0,1.04,1.65,2.33,2.56,1.63,6.28,0.82,54.66,1.89,1.0,0,13.57,0,13.0,77.0,94.43,High,3,1,0,0,1.9160298030420595
29,34558.24,5.24,97.0,2.59,2.34,1.65,1.63,2.0149999999999997,6.08,0.4,89.95,1.17,1.09,1,24.73,0,9.0,169.0,39.53,High,3,1,0,0,1.2557249511975284
27,33486.5,5.72,77.0,1.13,1.05,0.79,1.04,1.13,6.63,2.08,63.53,0.92,0.97,0,35.07,0,13.0,73.0,0.36,High,0,1,0,0,0.5192306784561751
26,29319.67,7.48,71.0,1.76,0.72,2.2,2.13,2.78,7.39,1.03,55.7,2.32,0.96,0,22.22,1,19.0,72.0,93.86,Low,0,0,1,0,0.6256683655523575
32,38063.57,5.35,89.0,2.59,1.61,3.45,1.6,1.31,7.11,1.82,40.09,1.43,0.83,1,25.44,0,8.0,129.0,5.87,Low,0,0,0,0,1.429906274783874
32,38449.92,6.88,61.0,0.89,1.47,1.42,1.72,1.01,9.05,0.88,71.38,1.48,1.09,1,24.18,1,12.0,76.0,56.87,High,3,1,0,1,0.549418524793819
23,38148.71,7.97,81.0,1.86,0.0,2.15,1.66,3.41,6.81,1.26,84.57,2.34,0.5,1,18.93,1,8.0,105.0,85.39,Moderate,-1,1,0,0,0.5031366997319071
21,31465.29,5.49,70.0,1.55,1.61,0.83,1.92,1.97,5.81,1.79,61.01,1.64,0.78,1,27.75,0,15.0,135.0,5.36,Low,1,1,0,0,0.7267758239024
30,14403.9,4.74,71.0,1.27,1.33,2.31,0.67,1.41,5.07,1.52,86.5,1.63,0.11,0,21.46,1,14.0,74.0,19.19,Low,2,0,0,0,1.0358647603660842
33,27412.56,6.49,95.0,1.49,1.7,1.01,1.58,2.37,7.16,0.74,3.53,1.69,1.78,0,33.78,1,13.0,41.0,58.95,Low,-1,1,0,0,0.6471493609939352
22,26554.75,8.8,74.0,4.83,2.96,1.95,1.6,1.4,8.18,1.3,93.84,1.59,0.46,1,22.33,0,13.0,151.0,30.69,High,2,0,1,0,1.1068180560434027
32,30131.37,5.13,62.0,3.52,2.68,2.21,1.21,2.79,6.59,1.56,15.9,1.37,1.13,1,43.14,0,8.0,81.0,43.59,Low,1,0,1,0,1.6393758987571347
35,20938.28,5.46,62.0,2.77,2.26,1.6,1.45,2.44,6.64,0.66,64.46,1.31,0.45,1,25.54,0,8.0,113.0,64.39,High,0,0,0,1,1.214285491889104
22,18827.97,4.03,111.0,1.3,1.16,3.72,1.4,2.78,6.78,0.48,74.04,2.16,1.05,0,18.87,0,9.0,59.0,97.42,High,1,0,1,1,1.533498378784521
21,41117.58,4.23,84.0,1.57,2.58,1.47,1.85,2.27,6.27,1.42,89.74,1.29,1.2,0,36.23,0,9.0,42.0,2.78,High,0,0,0,0,1.3286048868546365
29,23866.45,5.4,67.0,1.45,0.84,0.8,2.51,2.04,6.95,1.86,26.05,3.07,0.81,0,30.36,0,14.0,115.0,83.68,High,1,1,0,1,0.5722221162551636
33,65125.88,6.26,63.0,1.73,1.77,2.085,0.84,2.36,5.93,0.65,97.69,3.12,1.49,1,29.59,1,11.0,147.0,48.7,Moderate,1,1,0,1,0.8921723814421116
24,28679.54,2.87,15.0,1.31,0.52,2.86,1.19,1.65,5.34,2.11,85.63,1.74,0.99,1,5.26,0,18.0,88.0,2.96,Moderate,2,1,0,1,1.6341457720746435
25,34756.11,5.95,95.0,1.27,0.16,1.69,1.57,1.86,5.92,1.25,45.03,0.94,0.27,1,26.8,1,10.0,90.0,60.14,High,0,0,1,1,0.5243696597698051
23,32150.44,6.8,94.0,0.39,2.93,0.74,1.42,2.37,7.28,1.28,43.89,1.48,0.7,0,24.94,0,10.0,101.0,94.1,High,2,0,1,0,0.5970587357266566
33,32025.76,1.13,86.0,3.48,1.74,1.74,1.57,1.24,6.05,1.2,60.43,1.71,0.48,0,18.65,1,13.0,54.0,46.37,High,1,0,0,1,3.0
22,15725.45,5.9,81.0,0.83,1.56,2.06,1.29,2.12,5.41,0.53,75.94,2.07,0.26,0,28.02,0,18.0,106.0,35.08,Low,1,0,0,1,0.7542371602987864
21,47205.84,4.28,90.0,3.24,1.6,2.09,1.12,1.56,7.6,1.18,36.73,0.85,1.81,0,32.35,1,10.0,123.0,30.76,Low,-1,0,0,0,1.6191585001966118
27,19838.48,2.69,114.0,1.06,1.51,1.97,1.72,2.28,4.46,1.35,7.26,1.41,0.81,1,38.51,1,13.0,124.0,66.83,High,0,0,1,1,1.6877317145978756
30,7511.91,4.38,57.0,2.54,1.61,2.4,1.01,2.43,6.59,1.44,43.0,1.99,1.2,1,28.97,0,14.0,115.0,68.96,Low,2,1,0,1,1.4954334485311762
18,46236.33,4.97,66.0,1.74,0.72,2.33,1.04,1.3,7.32,0.61,34.15,2.19,0.83,0,23.66,0,18.0,72.0,43.62,Low,0,0,1,0,0.9637825022570419
33,21321.6,6.57,78.0,2.66,0.25,1.52,1.71,4.09,5.4,1.06,73.75,0.54,1.1,0,29.62,0,18.0,60.0,66.54,High,1,0,0,0,0.6742769141131028
35,50893.09,4.5,73.0,1.54,0.01,2.98,1.01,2.92,7.06,0.56,85.63,1.94,0.75,0,12.06,1,17.0,45.0,42.51,High,-1,0,1,0,1.0066664429630128
27,47872.33,7.57,57.0,1.14,0.29,0.5,0.54,2.1,4.99,1.61,59.62,1.34,0.7,1,34.74,1,9.0,166.0,91.59,Low,-1,0,0,1,0.25495373118180564
30,22465.61,5.71,79.0,2.3,2.71,2.83,1.79,2.69,6.75,0.86,99.74,0.99,0.3,0,13.48,1,8.0,52.0,46.64,Moderate,3,1,0,1,1.3730295318687333
25,48877.04,8.61,112.0,1.18,2.54,2.57,1.12,1.3,8.15,2.39,80.48,0.37,0.88,1,31.12,1,10.0,105.0,81.25,Low,1,0,1,0,0.7305457920388163
19,55138.26,3.52,83.0,1.73,0.9,1.34,1.37,0.81,7.65,1.19,39.88,2.76,0.84,0,3.48,0,18.0,71.0,67.24,High,3,0,1,1,1.1278405886816507
22,41893.14,6.57,89.0,1.09,0.04,3.49,2.46,2.22,5.35,1.03,56.42,1.48,0.71,1,20.44,1,13.0,120.0,9.9,High,0,0,0,1,0.7031962400005722
19,2189.22,6.7,71.0,3.98,2.51,2.73,2.21,2.4,6.11,0.21,48.28,0.52,1.37,0,28.88,1,15.0,119.0,2.82,High,3,1,0,0,1.3761191975941496
32,32083.62,7.53,47.0,1.88,0.14,2.51,0.1,1.36,7.09,1.69,78.19,1.14,0.52,1,29.89,0,17.0,50.0,37.21,High,-1,0,1,1,0.6015935456051067
30,26116.85,5.54,112.0,1.66,0.4,0.33,0.54,1.94,5.88,1.4,73.18,2.16,0.18,0,28.42,1,16.0,40.0,77.72,High,1,1,0,1,0.4314078643668115
31,33107.82,6.24,63.0,2.76,1.61,2.84,2.52,1.59,6.76,0.69,32.33,2.43,0.21,0,31.16,0,19.0,117.0,41.65,Moderate,1,1,0,1,1.1554485327806838
18,7688.13,3.9,100.0,1.07,2.48,2.58,1.99,2.9,6.26,0.88,86.88,2.34,0.02,0,22.14,0,18.0,56.0,75.75,Low,-1,0,0,1,1.5717944687706489
24,40348.08,2.98,84.0,1.08,1.76,2.07,1.4,0.47,7.39,0.96,99.77,0.35,0.19,0,22.5,0,9.0,77.0,58.44,High,-1,1,0,0,1.6476504538085726
24,30437.87,1.52,83.0,1.07,3.7,2.36,1.3,1.68,5.64,0.95,30.66,3.08,0.3,0,23.82,0,20.0,73.0,9.49,Moderate,3,1,0,1,3.0
32,29879.14,6.99,90.0,2.6,1.28,1.13,1.94,1.92,7.95,1.55,22.49,2.94,0.14,1,33.3,0,15.0,129.0,87.29,Low,0,0,0,1,0.7167380948872539
30,6200.12,4.51,110.0,1.9,0.74,3.18,0.56,1.5,5.36,0.97,57.32,1.34,0.81,0,16.8,0,12.0,78.0,27.46,Moderate,-1,1,0,1,1.2904653457948236
32,39172.39,6.52,60.0,1.71,0.4,1.48,1.24,1.16,7.18,1.4,34.32,2.51,1.44,0,22.83,1,18.0,120.0,59.96,Moderate,0,1,0,1,0.5506134124826054
22,13055.3,5.94,52.0,2.31,1.45,1.08,1.74,2.02,7.64,1.28,12.0,0.08,0.53,0,14.39,0,12.0,21.0,65.63,High,-1,0,0,1,0.8148146776406265
34,54863.17,4.68,69.0,2.66,2.9,1.84,1.82,3.55,4.64,1.22,68.12,2.5,0.9,1,12.35,1,16.0,103.0,44.95,Moderate,-1,0,0,0,1.5811962433341362
33,32562.82,2.42,116.0,1.38,2.32,2.64,1.56,3.97,5.5,1.03,8.71,1.02,0.59,1,43.48,0,12.0,67.0,4.42,High,3,1,0,0,2.619833628167922
25,39172.59,9.86,78.0,1.83,1.93,2.65,1.69,2.48,5.79,1.03,37.84,0.32,0.63,1,39.08,1,20.0,97.0,71.43,High,2,0,1,1,0.650101353945096
20,44288.46,3.73,121.0,0.99,0.46,1.35,0.5,1.95,5.06,1.1,67.44,0.32,1.65,0,54.85,1,9.0,110.0,20.71,High,0,1,0,0,0.7506700400348417
29,52463.14,3.89,57.0,1.07,1.57,1.31,0.93,1.42,6.22,0.41,52.04,0.68,0.81,0,14.19,0,8.0,68.0,60.98,Moderate,0,0,0,1,1.015423903489999
32,40942.02,5.77,99.0,3.6,2.19,1.62,2.02,1.97,5.94,0.65,91.83,1.04,0.98,1,25.32,1,17.0,107.0,72.53,High,-1,0,0,1,1.2842285469274617
25,34365.17,5.06,99.0,3.59,0.76,2.14,1.54,1.1,5.95,0.41,93.28,2.71,0.48,1,14.44,0,13.0,61.0,69.23,Moderate,1,0,1,0,1.2826084421722448
21,46463.01,7.95,73.0,0.99,0.13,2.07,1.75,2.61,9.58,1.24,78.18,1.75,0.56,1,29.68,1,15.0,100.0,78.66,High,-1,0,0,0,0.40125781116253945
27,33324.56,8.62,99.0,2.3,0.86,0.73,1.73,2.74,5.86,1.64,17.52,1.48,1.45,1,35.44,1,20.0,108.0,5.74,High,-1,0,0,1,0.45127604973595714
19,25242.96,9.16,132.0,3.74,2.31,4.34,1.22,3.49,5.61,0.63,48.81,1.28,1.39,1,25.07,0,10.0,77.0,65.06,Moderate,-1,0,0,1,1.1342793521529093
18,23478.05,5.0,100.0,2.34,1.83,4.31,1.46,2.13,7.55,1.56,15.38,0.78,0.53,1,24.51,1,9.0,185.0,81.28,High,-1,1,0,1,1.6959996608000678
35,11028.25,6.62,30.0,3.36,1.24,0.94,2.09,3.19,6.61,1.56,53.45,1.36,1.48,0,22.81,1,14.0,84.0,56.34,Moderate,3,0,1,0,0.8368578796287189
19,35818.41,3.55,65.0,2.75,2.12,1.98,1.5,1.72,6.62,1.06,63.48,1.83,0.89,0,18.4,0,9.0,63.0,78.84,High,2,1,0,0,1.9295769212459375
33,17943.14,7.88,54.0,2.84,1.61,2.36,2.1,1.74,4.79,1.03,56.71,1.59,0.94,1,36.3,1,11.0,114.0,43.84,High,0,1,0,0,0.8642130882978315
29,47592.2,6.2,73.0,1.33,1.89,3.1,1.17,2.77,5.37,0.32,98.96,1.94,0.45,0,19.45,0,20.0,44.0,75.39,High,3,0,1,0,1.0193546742976332
24,35229.38,5.24,61.0,0.82,1.72,2.6,1.08,2.52,6.51,1.04,6.38,1.9,0.81,1,23.65,1,13.0,90.0,71.8,High,3,1,0,0,0.9809158433366711
24,39807.24,5.82,82.0,2.87,1.58,2.58,1.87,2.08,7.99,1.15,5.29,0.64,0.49,1,18.82,1,11.0,107.0,74.16,Moderate,2,0,0,0,1.2079035725251592
33,20954.14,4.65,83.0,2.26,0.98,1.9,1.03,1.66,6.01,0.65,54.84,2.13,0.05,1,11.5,0,13.0,70.0,99.03,High,1,0,1,1,1.1053761063707297
27,42833.18,4.96,67.0,1.18,1.29,1.42,1.14,1.32,8.05,2.8,11.66,1.23,0.75,1,14.08,0,15.0,71.0,57.11,Moderate,3,0,0,0,0.7842740354286218
20,8074.86,8.8,37.0,2.11,3.32,1.88,2.24,2.8,5.96,0.97,0.24,2.08,1.21,0,37.16,1,15.0,149.0,52.99,High,2,0,1,1,0.8306817237861677
28,20683.83,4.11,80.0,1.46,1.5,2.17,1.41,2.0149999999999997,5.4,0.81,65.11,2.99,1.44,1,9.31,1,14.0,132.0,24.62,High,2,0,0,0,1.248174878789567
30,49337.0,4.25,92.0,2.43,2.4,2.64,1.95,2.21,7.52,1.26,24.69,2.12,0.44,0,23.52,1,12.0,111.0,2.59,High,2,0,1,0,1.757646645259613
25,17549.46,2.63,85.0,2.55,1.14,2.085,1.36,0.9,6.26,0.89,43.4,1.06,0.32,0,27.02,0,14.0,100.0,63.91,High,1,0,1,1,2.1958166555830205
28,32277.04,10.45,83.0,2.65,4.15,0.37,1.6,3.41,7.47,0.8,21.33,2.15,0.62,0,25.45,0,18.0,99.0,1.5,Low,-1,1,0,1,0.6861243362560445
22,22137.05,7.37,88.0,2.57,2.21,1.52,1.08,2.3,6.98,0.55,16.85,2.0,0.97,0,21.16,0,19.0,100.0,77.06,Moderate,1,0,1,0,0.8548167089800935
35,35035.55,6.3,53.0,3.0,3.0,3.48,1.93,1.06,7.75,1.2,89.9,1.83,1.51,1,34.99,1,20.0,85.0,91.75,High,0,1,0,1,1.5047616659108467
25,43934.56,7.84,62.0,3.48,2.29,2.99,1.51,2.04,6.26,0.94,13.82,2.11,0.78,1,30.97,1,18.0,123.0,47.09,High,3,0,0,0,1.1173467962567862
27,31503.78,6.43,77.0,0.41,1.99,1.51,0.78,0.97,6.04,0.68,3.49,1.37,0.47,0,16.6,0,12.0,138.0,84.56,High,2,0,1,1,0.6080869971870922
27,20681.94,4.09,113.0,1.6,1.61,1.33,1.19,2.34,5.91,1.8,48.26,3.42,0.2,1,19.78,0,16.0,98.0,39.07,High,1,0,1,0,1.110024178478196
21,19263.68,5.71,82.0,2.13,1.62,3.75,0.9,1.63,5.69,1.03,42.89,0.89,0.42,0,16.58,1,8.0,83.0,9.57,Moderate,2,0,1,1,1.3134848838029975
30,16417.33,5.35,108.0,1.52,1.16,1.68,1.7,0.9,6.5,1.13,19.62,1.15,0.09,1,31.98,0,16.0,84.0,32.82,Moderate,0,0,0,0,0.8149531187003516
21,34691.21,3.36,106.0,1.51,1.57,2.2,1.38,3.43,5.24,0.41,3.14,1.48,1.29,0,18.97,1,18.0,63.0,81.13,Moderate,-1,1,0,1,1.5714281037416358
26,31348.015,4.27,101.0,1.74,1.07,1.61,1.81,2.5,7.12,1.07,57.31,2.43,1.2,1,22.28,0,20.0,72.0,23.55,Moderate,3,0,1,0,1.0351285632017417
21,44259.4,5.7,121.0,2.16,1.68,3.09,0.83,2.92,6.27,0.62,40.47,1.14,0.55,1,31.71,0,20.0,154.0,43.46,High,3,0,1,1,1.2157892603878488
23,31348.015,5.16,98.0,2.18,1.54,2.95,3.05,0.47,6.38,0.59,71.55,1.64,0.76,1,6.36,1,19.0,82.0,99.35,Moderate,2,0,0,0,1.2926354084039906
27,63977.93,4.34,73.0,2.44,1.31,0.82,1.83,1.22,7.9,1.67,43.25,2.69,0.92,1,20.87,0,14.0,109.0,67.01,High,-1,0,1,0,1.052995149079459
26,67910.91,9.9,72.0,1.1,1.83,1.44,1.84,2.33,7.08,0.63,34.88,1.25,1.01,0,11.47,1,8.0,82.0,39.22,Moderate,3,1,0,1,0.44141409682685895
19,34799.27,6.4,86.0,0.93,0.1,3.42,1.21,1.01,5.46,0.7,79.94,1.56,0.88,1,13.54,0,11.0,102.0,57.62,High,1,0,1,1,0.6953123913574388
33,17190.11,5.56,48.0,2.18,1.94,3.25,0.46,3.11,7.18,0.98,1.69,0.61,0.18,0,31.04,1,15.0,85.0,13.01,Moderate,3,0,0,0,1.3255393299389695
35,53764.79,11.3,87.0,2.69,1.92,0.61,1.55,2.0149999999999997,6.33,1.21,87.84,0.54,1.6,0,19.13,0,19.0,135.0,11.02,High,3,1,0,1,0.46194686177461397
18,31348.015,6.85,80.0,1.19,1.78,1.53,1.29,1.83,4.71,1.39,75.07,0.36,1.33,0,24.01,0,13.0,55.0,93.48,Moderate,3,0,0,1,0.6569342106665386
35,45685.23,6.41,65.0,0.78,2.06,2.9,2.19,1.45,6.35,1.02,88.37,1.78,0.53,0,22.86,0,20.0,101.0,89.84,Low,3,1,0,1,0.8954756793329673
30,25123.59,9.52,11.0,1.95,3.77,2.29,2.14,1.12,6.76,1.38,46.8,2.45,1.26,1,23.59,1,12.0,83.0,7.1,Low,3,0,1,1,0.8413864662409175
26,40458.76,6.13,92.0,0.07,2.3,1.91,0.98,1.95,6.23,1.03,92.57,1.98,1.54,1,28.61,1,11.0,82.0,89.45,High,0,1,0,0,0.6982054325929147
30,38135.65,5.68,60.0,2.09,3.25,3.2,1.99,3.37,6.91,0.67,64.12,0.38,0.81,1,30.25,0,20.0,75.0,13.5,Moderate,3,1,0,0,1.5035208620561862
32,7035.03,8.88,75.0,2.02,2.65,1.99,1.61,3.26,6.42,1.0,53.73,1.82,0.82,0,28.57,1,13.0,93.0,55.17,Moderate,1,0,1,1,0.74999991554055
26,7468.08,6.46,81.0,3.93,0.46,0.61,1.87,2.5,7.82,0.76,22.77,1.28,1.13,1,34.88,0,11.0,125.0,50.89,Low,-1,1,0,1,0.7739936882362713
34,38719.95,3.52,84.0,2.31,2.93,2.1,1.58,1.24,5.13,1.32,39.63,2.22,1.32,0,21.32,0,12.0,130.0,11.16,High,0,1,0,1,2.0852266803333293
28,39351.71,2.68,55.0,4.0,0.96,0.52,1.22,1.94,6.85,0.22,19.51,1.25,0.22,1,30.71,0,9.0,139.0,81.99,High,2,1,0,0,2.0447753564271056
20,45518.97,3.8,98.0,0.86,0.79,2.07,1.6,3.65,6.25,1.21,2.69,0.29,0.11,0,33.1,0,11.0,79.0,87.41,High,2,1,0,1,0.9789471108033918
35,38536.79,5.03,103.0,2.02,0.86,0.27,1.48,4.5,7.29,1.56,50.49,1.66,0.65,0,22.71,1,12.0,68.0,54.59,High,-1,0,0,0,0.6262424202301351
24,22010.83,6.91,95.0,2.41,1.72,3.32,1.25,1.47,6.49,1.32,61.28,2.88,0.5,1,12.65,1,8.0,159.0,69.52,High,-1,0,0,1,1.0781474561291668
18,43300.39,3.83,85.0,0.41,1.98,2.68,1.85,1.95,7.51,0.52,34.62,2.2,0.35,0,33.92,0,20.0,56.0,56.3,High,1,1,0,0,1.3237594454936175
21,41792.54,5.81,21.0,2.03,3.45,2.91,0.97,1.52,6.03,0.07,96.56,0.91,1.01,0,30.09,0,15.0,75.0,24.12,Low,3,0,1,0,1.4440617135866243
32,34882.5,6.58,103.0,1.72,3.22,1.42,2.02,2.01,6.56,1.4,15.92,1.47,0.49,1,41.86,1,11.0,44.0,48.78,High,2,1,0,1,0.9665652026496653
32,67211.22,9.01,66.0,1.24,2.76,1.86,1.93,1.76,6.29,1.02,4.68,1.38,0.83,0,21.94,1,11.0,147.0,24.18,High,3,1,0,1,0.65038838508453
35,18665.93,7.3,105.0,1.74,2.04,0.84,1.29,1.81,5.31,1.41,76.73,0.16,0.27,0,10.51,0,9.0,64.0,98.65,Low,1,1,0,1,0.632876625633339
28,23486.2,8.38,66.0,2.51,1.61,3.2,1.45,0.72,7.16,1.18,86.4,2.8,1.24,0,26.3,0,9.0,126.0,48.75,High,-1,0,0,0,0.8735082489846958
25,37554.52,6.7,80.0,2.64,1.85,1.98,1.01,3.11,6.15,1.03,56.58,1.96,0.83,1,32.52,0,8.0,72.0,28.58,Low,3,0,1,1,0.9656714976609706
21,41122.39,8.09,76.0,1.72,2.15,2.13,0.99,2.08,8.12,1.78,25.14,0.96,0.81,0,14.98,1,17.0,75.0,10.01,Low,0,0,1,1,0.7416562742081244
34,23550.33,9.39,110.0,2.7,1.19,2.78,1.47,1.86,7.48,0.79,70.82,1.13,0.4,0,18.24,1,19.0,108.0,19.54,Low,2,1,0,1,0.7103300627976504
31,16871.68,3.66,158.0,1.82,1.74,1.72,1.67,2.71,6.16,0.58,79.64,2.2,0.3,1,21.57,0,16.0,115.0,75.2,Moderate,2,0,1,0,1.4426225566605035
20,23407.7,5.62,107.0,2.46,0.27,1.84,2.01,2.37,7.4,0.43,48.9,2.94,0.96,1,11.41,0,18.0,74.0,23.29,Moderate,0,0,1,0,0.8131671150948194
35,32736.25,4.6,50.0,0.34,0.05,2.09,1.65,2.64,6.63,0.12,62.43,0.7,0.8,0,21.68,0,19.0,95.0,46.51,High,2,1,0,0,0.5391303175803658
27,20798.42,9.88,68.0,2.19,0.38,2.96,0.88,1.02,5.98,1.31,12.88,1.48,0.93,0,18.62,0,16.0,90.0,71.72,High,0,0,1,0,0.5597165425388114
